time,Bx,By,Bz,BT
78.728197,-34.99,13.03,-25.33,45.12
78.738605,-34.95,13.24,-25.18,45.06
78.748314,-35.08,13.18,-25.13,45.12
78.758505,-35.19,13.13,-24.96,45.10
78.781454,-34.95,13.35,-25.28,45.15
78.783677,-34.74,13.35,-25.26,44.98
78.807014,-35.03,13.24,-25.35,45.22
78.809761,-34.95,13.39,-25.22,45.13
78.811046,-34.78,13.37,-25.24,45.00
78.821826,-34.67,13.37,-25.37,44.99
78.827859,-34.61,13.48,-25.61,45.12
78.838353,-34.82,13.58,-25.65,45.33
78.848568,-35.03,13.37,-25.74,45.48
78.857907,-35.14,13.35,-25.82,45.60
78.882298,-34.99,13.65,-25.84,45.59
78.883320,-34.74,13.43,-25.86,45.34
78.892462,-35.04,13.52,-25.61,45.46
78.900287,-35.10,13.61,-25.71,45.59
78.907975,-35.27,13.50,-25.59,45.62
78.918621,-34.73,13.54,-25.69,45.27
78.928301,-34.61,13.63,-25.37,45.03
78.938910,-34.88,13.74,-25.26,45.20
78.948755,-35.16,13.52,-25.35,45.40
78.958581,-35.33,13.48,-25.28,45.48
78.973248,-35.01,13.54,-25.31,45.27
78.978688,-34.82,13.18,-25.54,45.15
78.989067,-34.97,13.31,-25.26,45.14
78.999328,-35.19,13.28,-25.11,45.22
79.008970,-35.25,13.20,-25.22,45.31
79.018379,-35.06,13.29,-25.29,45.23
79.029090,-34.78,13.35,-25.39,45.08
79.050839,-34.84,13.59,-25.28,45.14
79.054353,-35.03,13.48,-25.43,45.33
79.057931,-34.99,13.56,-25.18,45.19
79.068673,-34.91,13.56,-25.18,45.13
79.078392,-34.89,13.46,-25.14,45.07
79.099940,-34.97,13.59,-25.01,45.09
79.102155,-35.06,13.59,-24.88,45.09
79.121027,-35.12,13.52,-24.79,45.06
79.122636,-35.25,13.44,-24.92,45.21
79.129322,-35.25,13.44,-25.20,45.37
79.138411,-35.36,13.56,-25.07,45.42
79.149272,-35.14,13.46,-25.11,45.24
79.158631,-35.25,13.31,-25.07,45.26
79.168157,-35.06,13.37,-25.18,45.19
79.180821,-34.78,13.14,-25.50,45.09
79.202866,-34.74,13.14,-25.37,44.98
79.205306,-34.63,13.03,-25.26,44.80
79.207715,-34.37,12.88,-25.11,44.47
79.217832,-34.37,12.84,-25.18,44.50
79.228360,-34.41,12.73,-25.39,44.61
79.238278,-34.41,12.84,-25.48,44.70
79.248197,-34.48,12.98,-25.44,44.77
79.258919,-34.52,13.28,-25.18,44.74
79.268586,-34.52,13.28,-25.37,44.85
79.285167,-34.89,13.35,-25.50,45.23
79.288529,-34.82,13.43,-25.41,45.14
79.298281,-34.71,13.33,-25.35,45.00
79.308288,-34.84,13.73,-25.22,45.14
79.318224,-34.74,13.78,-25.29,45.13
79.328251,-34.89,13.78,-25.13,45.15
79.338430,-34.93,13.58,-25.16,45.14
79.348109,-34.82,13.56,-25.05,44.98
79.358972,-34.61,13.59,-24.66,44.62
79.368912,-34.91,13.65,-24.77,44.93
79.386343,-35.23,13.74,-24.77,45.21
79.389724,-35.21,13.39,-24.68,45.03
79.399513,-35.36,13.46,-24.51,45.08
79.413768,-35.29,13.41,-24.53,45.02
79.417681,-35.48,13.07,-24.49,45.04
79.427986,-35.70,13.03,-24.43,45.18
79.438425,-35.48,13.01,-24.83,45.21
79.448050,-35.61,12.92,-24.68,45.21
79.458161,-35.57,13.03,-24.77,45.26
79.468530,-35.46,13.16,-24.96,45.31
79.483476,-35.62,13.13,-24.86,45.38
79.503598,-35.42,12.96,-25.22,45.37
79.505350,-35.25,13.11,-25.26,45.30
79.509274,-35.08,13.16,-25.14,45.12
79.518186,-35.04,13.13,-25.24,45.14
79.529000,-35.04,13.13,-25.14,45.08
79.539960,-34.89,13.03,-25.18,44.96
79.548261,-35.08,12.96,-25.13,45.05
79.557803,-34.89,12.86,-25.28,44.96
79.568398,-35.06,12.79,-25.20,45.03
79.582104,-35.18,12.92,-25.03,45.06
79.607434,-35.59,12.94,-25.33,45.56
79.609694,-35.49,12.88,-25.24,45.42
79.610998,-35.36,12.77,-25.29,45.31
79.618251,-35.33,12.84,-25.18,45.24
79.628196,-35.19,12.83,-25.13,45.10
79.639915,-35.01,13.07,-25.16,45.05
79.648856,-35.08,13.18,-25.09,45.10
79.658764,-35.04,13.22,-25.26,45.17
79.668673,-34.80,13.24,-25.31,45.02
79.680775,-35.03,13.20,-25.37,45.22
79.699833,-34.82,13.41,-25.48,45.18
79.710145,-34.99,13.26,-25.44,45.25
79.711347,-35.18,13.28,-25.37,45.36
79.718192,-35.25,12.98,-25.50,45.40
79.728215,-35.19,12.84,-25.54,45.34
79.739441,-35.18,12.83,-25.43,45.26
79.748374,-35.18,12.71,-25.39,45.20
79.758988,-35.14,12.90,-25.09,45.06
79.768091,-35.53,12.94,-24.96,45.31
79.784953,-35.51,12.92,-24.88,45.24
79.788175,-35.29,13.05,-24.84,45.09
79.798365,-35.27,13.28,-24.84,45.14
79.809818,-35.27,13.37,-24.81,45.14
79.818724,-35.23,13.35,-25.03,45.23
79.827962,-35.16,13.50,-24.96,45.18
79.839769,-35.10,13.48,-25.05,45.18
79.848573,-34.67,13.56,-25.28,44.99
79.857912,-34.65,13.76,-25.35,45.08
79.868795,-34.59,13.63,-25.54,45.11
79.878625,-34.58,13.52,-25.52,45.05
79.895851,-34.61,13.61,-25.44,45.06
79.898008,-34.59,13.74,-25.33,45.03
79.914211,-34.74,13.80,-25.22,45.09
79.918348,-34.82,13.86,-25.24,45.18
79.927819,-34.80,13.93,-25.22,45.18
79.939980,-34.76,13.97,-25.26,45.18
79.948592,-34.58,14.18,-25.58,45.28
79.958738,-34.61,14.27,-25.37,45.22
79.968610,-34.41,14.49,-25.48,45.20
79.979675,-34.12,14.49,-25.54,45.02
80.001684,-33.90,14.68,-25.59,44.94
80.004032,-33.66,15.08,-25.80,45.01
80.028138,-33.77,15.19,-25.54,44.98
80.030224,-33.54,15.60,-25.48,44.92
80.032020,-33.60,15.88,-25.14,44.87
80.041274,-33.62,16.33,-25.13,45.04
80.048050,-33.43,16.73,-25.11,45.03
80.057968,-33.56,17.14,-24.96,45.20
80.067962,-33.51,17.53,-24.99,45.33
80.078246,-33.53,17.59,-25.07,45.41
80.098231,-33.41,17.98,-24.98,45.43
80.100078,-33.24,18.24,-25.11,45.48
80.118000,-33.26,18.49,-25.01,45.54
80.119575,-33.23,18.86,-25.18,45.76
80.127785,-32.93,19.01,-25.43,45.74
80.139491,-32.74,19.24,-25.43,45.70
80.148882,-32.49,19.50,-25.26,45.54
80.158147,-32.21,19.59,-25.01,45.25
80.168378,-32.03,19.93,-25.20,45.36
80.179090,-31.78,20.16,-25.16,45.27
80.203100,-31.54,20.62,-24.99,45.22
80.205515,-31.22,21.02,-25.13,45.25
80.208239,-31.16,21.06,-24.86,45.08
80.218631,-30.92,21.41,-24.77,45.03
80.231052,-30.79,21.58,-24.77,45.02
80.238360,-30.58,22.09,-24.62,45.05
80.248177,-30.56,22.22,-24.41,44.99
80.257975,-30.28,22.39,-24.41,44.88
80.268039,-30.17,22.18,-24.69,44.85
80.277684,-30.19,22.20,-24.38,44.70
80.287834,-30.08,22.61,-24.34,44.81
80.298142,-30.04,22.82,-24.28,44.86
80.315469,-29.64,22.91,-24.30,44.66
80.317834,-29.38,22.89,-24.36,44.50
80.327943,-29.29,22.89,-24.53,44.53
80.339743,-29.27,22.97,-24.54,44.57
80.348347,-29.08,23.36,-24.26,44.50
80.358359,-28.84,23.42,-24.21,44.34
80.367917,-28.46,23.38,-24.17,44.06
80.377852,-28.37,23.36,-23.96,43.87
80.392354,-28.41,23.70,-24.02,44.11
80.398603,-28.52,23.79,-23.79,44.11
80.408041,-28.01,23.89,-23.66,43.76
80.417773,-27.92,24.06,-23.42,43.66
80.428161,-27.99,24.28,-23.57,43.92
80.439465,-27.77,24.28,-23.61,43.79
80.448212,-28.18,24.43,-23.42,44.04
80.457899,-27.96,24.58,-23.78,44.17
80.468246,-27.92,24.39,-23.85,44.08
80.478215,-27.96,24.66,-23.98,44.32
80.488203,-28.07,24.98,-24.15,44.66
80.502989,-28.01,25.05,-24.38,44.79
80.524044,-27.58,24.92,-24.21,44.36
80.525267,-27.43,25.05,-24.26,44.37
80.528042,-27.26,25.11,-24.15,44.24
80.538109,-27.09,25.20,-24.06,44.13
80.548253,-26.98,25.07,-24.11,44.02
80.559099,-26.85,24.98,-24.06,43.86
80.568399,-26.74,24.92,-23.94,43.69
80.578380,-26.83,24.84,-23.72,43.59
80.588111,-26.93,24.94,-23.94,43.82
80.603301,-26.89,24.77,-23.87,43.66
80.631158,-26.94,25.05,-24.00,43.93
80.633345,-27.02,24.99,-24.09,43.99
80.634636,-26.98,25.16,-23.85,43.93
80.638991,-26.83,25.46,-24.15,44.18
80.648276,-26.85,25.43,-24.11,44.14
80.658647,-26.91,25.50,-24.17,44.25
80.667926,-26.64,25.52,-24.21,44.13
80.677859,-26.79,25.58,-23.94,44.11
80.688113,-26.72,25.44,-23.93,43.97
80.701037,-26.76,25.33,-23.78,43.85
80.730046,-26.66,25.37,-23.72,43.78
80.733569,-26.72,25.22,-23.64,43.69
80.735864,-26.83,25.20,-23.72,43.79
80.738234,-26.83,25.18,-23.81,43.83
80.748118,-27.00,24.98,-23.61,43.70
80.758091,-26.79,25.13,-23.70,43.71
80.767657,-26.64,25.01,-24.00,43.72
80.778406,-26.61,25.13,-24.11,43.82
80.788162,-26.55,25.13,-24.26,43.87
80.800772,-26.51,24.92,-24.23,43.71
80.825304,-26.40,25.07,-24.30,43.77
80.828438,-26.12,25.09,-24.49,43.72
80.829621,-26.21,25.22,-24.64,43.93
80.837861,-26.42,25.28,-24.81,44.18
80.848244,-26.08,25.37,-24.68,43.96
80.860296,-26.25,25.35,-24.38,43.88
80.868207,-26.46,25.52,-24.41,44.13
80.878526,-26.49,25.46,-24.26,44.03
80.888208,-26.46,25.37,-24.17,43.90
80.899944,-26.27,25.39,-23.93,43.67
80.920809,-26.40,25.39,-23.83,43.70
80.922598,-26.23,25.37,-23.98,43.67
80.928036,-26.63,25.14,-23.87,43.71
80.938433,-26.42,25.26,-24.00,43.72
80.948291,-26.42,25.20,-23.81,43.59
80.959857,-26.51,25.48,-23.68,43.74
80.968840,-26.34,25.43,-23.62,43.57
80.978766,-26.51,25.26,-23.62,43.58
80.987887,-26.57,25.33,-23.66,43.67
80.998038,-26.78,25.14,-23.64,43.68
81.016773,-26.91,25.29,-23.53,43.79
81.018405,-26.74,25.24,-23.74,43.76
81.028237,-26.57,25.07,-24.06,43.74
81.037864,-26.44,25.01,-24.23,43.72
81.047885,-26.38,24.99,-24.53,43.84
81.059065,-26.38,25.05,-24.53,43.87
81.068188,-26.04,24.94,-24.66,43.68
81.078366,-25.99,24.92,-24.51,43.55
81.088514,-25.95,24.88,-24.58,43.55
81.105064,-26.14,24.92,-24.54,43.66
81.110635,-26.38,24.90,-24.21,43.61
81.117924,-26.31,24.96,-24.30,43.65
81.132824,-26.57,25.03,-24.13,43.76
81.137903,-26.66,25.18,-24.02,43.84
81.148165,-26.81,24.99,-24.09,43.86
81.157882,-26.64,24.96,-24.09,43.74
81.168507,-26.59,25.13,-24.24,43.89
81.178228,-26.34,25.09,-24.13,43.65
81.188043,-26.27,25.16,-24.15,43.66
81.199281,-26.49,25.11,-24.06,43.71
81.209054,-26.61,25.09,-24.04,43.76
81.218570,-26.74,24.92,-24.28,43.88
81.228730,-26.66,25.20,-24.00,43.84
81.238592,-26.89,25.33,-24.02,44.06
81.248622,-26.96,25.28,-23.66,43.88
81.258567,-27.19,25.31,-23.53,43.97
81.268563,-27.15,25.41,-23.59,44.03
81.279056,-27.00,25.50,-23.51,43.96
81.289365,-26.87,25.37,-23.59,43.84
81.298724,-26.93,25.56,-23.14,43.74
81.309090,-27.04,25.56,-23.18,43.83
81.317585,-26.94,25.50,-23.18,43.74
81.327770,-26.63,25.52,-23.49,43.73
81.337927,-26.40,25.48,-23.96,43.82
81.347665,-26.55,25.52,-23.83,43.86
81.359502,-26.19,25.35,-23.89,43.58
81.368393,-26.33,25.39,-23.70,43.58
81.378300,-26.06,25.41,-24.04,43.62
81.388355,-26.03,25.33,-24.32,43.71
81.405314,-25.99,25.41,-24.23,43.68
81.408939,-26.31,25.41,-24.32,43.92
81.418403,-26.64,25.31,-24.04,43.91
81.433045,-26.53,25.20,-24.28,43.91
81.438550,-27.00,25.20,-24.24,44.18
81.448045,-26.79,25.29,-24.19,44.08
81.459038,-26.93,25.22,-24.28,44.16
81.468165,-27.04,25.22,-24.00,44.08
81.478021,-27.24,25.35,-23.85,44.20
81.488760,-26.94,25.35,-23.83,44.01
81.505376,-26.91,25.35,-23.57,43.84
81.508833,-27.06,25.67,-23.61,44.14
81.518453,-26.98,25.76,-23.62,44.16
81.532889,-27.06,25.80,-23.78,44.30
81.539440,-27.13,25.84,-23.93,44.45
81.547382,-27.24,25.84,-23.79,44.45
81.559426,-26.91,25.84,-24.09,44.41
81.569702,-27.04,25.80,-23.89,44.35
81.578727,-26.98,25.80,-24.04,44.40
81.588307,-26.89,25.50,-24.09,44.20
81.603588,-26.96,25.26,-23.98,44.04
81.631537,-27.09,25.31,-24.00,44.17
81.634422,-27.02,25.05,-23.66,43.79
81.636185,-26.94,25.14,-23.94,43.95
81.638730,-26.93,25.16,-23.96,43.96
81.648283,-26.78,25.01,-24.17,43.89
81.658105,-26.61,25.01,-24.32,43.87
81.668404,-26.44,24.86,-24.30,43.68
81.678164,-26.44,25.03,-24.38,43.81
81.689130,-26.53,25.11,-24.58,44.03
81.704222,-26.53,25.24,-24.39,44.00
81.708109,-26.55,25.29,-24.28,43.98
81.727654,-26.66,25.22,-24.02,43.86
81.729537,-26.81,25.31,-23.85,43.91
81.738312,-26.81,25.28,-23.91,43.92
81.747983,-26.76,25.44,-23.76,43.90
81.758091,-26.78,25.39,-23.64,43.82
81.768115,-26.76,25.22,-23.66,43.72
81.778308,-26.81,25.18,-23.83,43.83
81.788228,-26.66,25.16,-23.81,43.72
81.799569,-26.93,24.99,-23.96,43.86
81.809044,-27.15,24.94,-23.76,43.86
81.826704,-27.26,25.35,-23.79,44.18
81.830715,-27.62,25.61,-23.78,44.54
81.838536,-27.69,25.65,-23.79,44.62
81.848587,-27.38,25.52,-23.66,44.28
81.857743,-27.13,25.69,-23.79,44.30
81.867954,-27.04,25.52,-23.98,44.24
81.878381,-26.91,25.69,-23.93,44.23
81.889293,-26.78,25.76,-24.26,44.38
81.907061,-26.91,25.43,-24.09,44.17
81.909888,-26.96,25.28,-24.13,44.14
81.918191,-26.46,25.24,-24.34,43.92
81.928691,-26.70,25.35,-24.00,43.95
81.938213,-26.83,25.31,-24.15,44.09
81.948253,-26.85,25.33,-24.08,44.07
81.958138,-26.83,25.35,-24.21,44.14
81.968403,-26.74,25.46,-24.13,44.11
81.978878,-26.61,25.46,-24.08,44.00
81.988612,-26.36,25.26,-24.13,43.76
82.005779,-26.61,25.39,-24.02,43.92
82.009042,-26.42,25.35,-24.32,43.95
82.027943,-26.42,25.22,-24.23,43.83
82.029552,-26.42,24.98,-24.09,43.61
82.038743,-26.27,24.88,-24.23,43.54
82.048604,-26.16,24.66,-24.13,43.29
82.058805,-26.04,24.71,-24.06,43.22
82.069093,-26.01,24.75,-24.11,43.25
82.079656,-26.01,24.75,-23.89,43.12
82.088073,-26.01,24.99,-23.98,43.31
82.098941,-25.82,25.03,-23.93,43.19
82.108579,-26.04,25.26,-23.93,43.46
82.122960,-26.23,25.35,-23.98,43.66
82.150593,-26.42,25.46,-23.94,43.81
82.152962,-26.64,25.41,-24.06,43.98
82.154122,-26.40,25.37,-23.93,43.74
82.158424,-26.36,25.41,-24.11,43.84
82.167874,-26.51,25.26,-24.13,43.85
82.177886,-26.51,25.31,-23.93,43.77
82.188487,-26.34,25.52,-24.00,43.83
82.198055,-26.29,25.54,-24.02,43.82
82.208321,-26.40,25.58,-24.13,43.97
82.220728,-26.42,25.65,-24.15,44.04
82.237970,-26.55,25.80,-24.30,44.28
82.239337,-26.59,25.73,-24.38,44.30
82.249657,-26.42,25.63,-24.43,44.18
82.257749,-26.57,25.86,-24.66,44.52
82.268407,-26.83,25.67,-24.66,44.57
82.278108,-27.02,25.59,-24.54,44.58
82.288138,-26.81,25.69,-24.38,44.42
82.298114,-26.68,25.76,-24.34,44.36
82.308476,-26.66,25.65,-24.26,44.24
82.324431,-26.66,25.52,-24.13,44.10
82.329045,-26.44,25.71,-23.79,43.89
82.337998,-26.38,25.35,-23.74,43.61
82.348303,-26.19,25.52,-23.68,43.57
82.357988,-25.80,25.41,-23.76,43.31
82.368279,-26.01,25.31,-23.93,43.47
82.378650,-26.04,25.39,-23.85,43.49
82.388175,-26.10,25.41,-23.93,43.58
82.398828,-26.27,25.56,-23.79,43.70
82.408933,-26.33,25.59,-23.94,43.83
82.425335,-26.68,25.52,-23.83,43.94
82.429014,-26.68,25.48,-23.93,43.97
82.438669,-26.79,25.50,-23.81,43.99
82.451634,-26.66,25.44,-23.78,43.86
82.458959,-26.74,25.41,-24.11,44.07
82.467432,-26.79,25.39,-23.85,43.95
82.478802,-26.66,25.44,-24.17,44.07
82.488181,-26.87,25.33,-24.39,44.26
82.497591,-26.72,25.59,-24.23,44.22
82.508248,-26.70,25.58,-24.11,44.14
82.520329,-26.70,25.50,-23.76,43.90
82.540302,-26.64,25.56,-23.98,44.02
82.541854,-26.61,25.44,-23.74,43.80
82.553318,-26.91,25.41,-23.79,44.00
82.558474,-26.96,25.24,-23.68,43.87
82.586666,-26.85,25.03,-23.55,43.61
82.592343,-26.59,24.81,-23.87,43.50
82.593549,-26.49,24.64,-24.02,43.43
82.602080,-26.70,24.73,-24.30,43.76
82.607885,-26.81,24.62,-24.23,43.72
82.617946,-26.70,24.56,-24.21,43.61
82.627573,-26.25,24.69,-24.28,43.46
82.638072,-26.08,24.69,-24.38,43.41
82.647459,-26.34,24.79,-24.28,43.57
82.657862,-26.29,25.09,-24.26,43.69
82.667878,-26.42,25.14,-24.15,43.74
82.677818,-26.19,25.22,-23.96,43.55
82.688278,-26.25,25.37,-23.70,43.52
82.698164,-26.40,25.46,-23.83,43.74
82.708407,-26.81,25.71,-24.08,44.26
82.717588,-26.87,25.67,-24.09,44.29
82.728391,-26.66,25.80,-24.15,44.27
82.737788,-26.74,25.69,-24.08,44.21
82.747940,-26.72,25.76,-24.06,44.23
82.758182,-26.85,25.82,-24.41,44.54
82.768443,-26.72,25.63,-24.77,44.55
82.778989,-26.55,25.69,-24.69,44.44
82.788329,-26.44,25.43,-24.71,44.23
82.799681,-26.46,25.46,-24.47,44.12
82.808177,-26.53,25.54,-24.41,44.18
82.825834,-26.49,25.44,-24.51,44.16
82.837595,-26.74,25.61,-24.51,44.40
82.838395,-26.57,25.67,-24.41,44.28
82.848421,-26.68,25.74,-24.13,44.24
82.857843,-27.00,25.69,-24.02,44.34
82.868305,-26.81,25.61,-23.96,44.15
82.881028,-26.94,25.82,-24.08,44.41
82.887885,-26.93,25.71,-24.09,44.34
82.898815,-27.11,25.86,-23.87,44.42
82.908567,-26.87,25.82,-24.15,44.40
82.924110,-26.83,25.50,-24.08,44.16
82.948755,-26.89,25.67,-24.41,44.47
82.951384,-26.68,25.69,-24.54,44.43
82.952647,-26.72,25.59,-24.47,44.36
82.958240,-26.93,25.33,-24.53,44.36
82.968827,-26.93,25.46,-24.66,44.51
82.980559,-27.02,25.37,-24.66,44.51
82.988526,-27.08,25.46,-24.53,44.53
82.998289,-27.19,25.58,-24.53,44.66
83.008482,-27.15,25.44,-24.39,44.49
83.023409,-27.38,25.35,-24.45,44.61
83.042567,-27.64,25.37,-24.38,44.74
83.044565,-27.41,25.52,-24.36,44.68
83.048236,-27.51,25.26,-24.41,44.61
83.057879,-27.30,25.29,-24.53,44.57
83.067718,-27.00,24.94,-24.45,44.14
83.077766,-27.08,24.98,-24.43,44.20
83.088183,-27.24,24.98,-24.34,44.25
83.108762,-27.00,24.96,-24.24,44.04
83.110729,-26.89,25.01,-24.06,43.90
83.130764,-27.08,25.11,-24.15,44.12
83.132963,-27.17,25.11,-23.93,44.06
83.138707,-27.45,24.99,-24.26,44.35
83.148332,-27.66,25.09,-24.26,44.53
83.158803,-27.58,25.07,-24.21,44.44
83.168469,-27.28,24.94,-24.34,44.25
83.179561,-27.32,24.94,-24.43,44.33
83.187785,-27.09,25.07,-24.69,44.41
83.197689,-27.08,24.86,-24.49,44.17
83.207704,-27.13,24.83,-24.43,44.15
83.218966,-26.89,24.90,-23.81,43.70
83.227956,-27.00,24.98,-24.02,43.93
83.238585,-27.06,24.90,-24.21,44.02
83.248162,-27.15,24.94,-24.19,44.09
83.257873,-27.15,24.98,-24.23,44.13
83.268455,-27.34,24.77,-24.11,44.07
83.277950,-27.23,24.86,-24.34,44.18
83.287879,-27.02,24.79,-24.36,44.02
83.307446,-27.08,24.66,-24.47,44.04
83.309095,-26.87,24.47,-24.24,43.69
83.323730,-26.89,24.62,-23.83,43.55
83.328271,-26.79,24.62,-23.79,43.48
83.338061,-26.96,24.77,-23.59,43.55
83.348240,-27.00,24.94,-23.79,43.78
83.358103,-27.02,25.01,-23.61,43.74
83.368342,-27.09,25.18,-23.68,43.92
83.381779,-27.09,25.37,-23.94,44.17
83.389069,-27.26,25.52,-23.87,44.32
83.398131,-27.23,25.54,-24.06,44.41
83.408451,-27.13,25.54,-23.87,44.25
83.428106,-27.02,25.37,-23.85,44.07
83.430781,-26.98,25.33,-23.59,43.89
83.437732,-26.94,25.24,-23.66,43.85
83.447821,-26.87,25.16,-23.66,43.76
83.458010,-26.89,25.22,-23.72,43.83
83.467966,-26.83,25.13,-23.78,43.78
83.477852,-26.72,25.09,-24.06,43.84
83.487800,-26.79,25.20,-24.17,44.01
83.500440,-26.72,25.11,-24.39,44.04
83.509306,-26.78,25.09,-24.47,44.10
83.518792,-26.74,25.18,-24.43,44.11
83.528729,-26.57,25.22,-24.62,44.14
83.538455,-26.51,25.03,-24.53,43.94
83.549199,-26.46,25.13,-24.58,43.99
83.558350,-26.53,25.14,-24.60,44.06
83.568671,-26.49,25.05,-24.49,43.92
83.578265,-26.44,25.01,-24.41,43.82
83.589177,-26.31,24.83,-24.58,43.73
83.615961,-26.29,24.98,-24.75,43.90
83.617925,-26.53,25.07,-24.60,44.02
83.623326,-26.68,25.09,-24.39,44.00
83.628157,-26.79,25.03,-24.58,44.14
83.637685,-26.76,24.94,-24.36,43.94
83.648770,-26.72,25.13,-24.43,44.07
83.658557,-26.64,25.22,-24.32,44.01
83.668015,-26.72,25.41,-24.19,44.10
83.678486,-26.59,25.20,-24.09,43.85
83.688608,-26.51,25.24,-24.39,43.99
83.709310,-26.12,25.44,-24.38,43.86
83.712087,-26.18,25.41,-24.13,43.74
83.725528,-26.29,25.54,-24.06,43.84
83.727521,-26.31,25.46,-23.98,43.77
83.738479,-26.34,25.59,-24.02,43.89
83.749997,-26.38,25.67,-24.04,43.96
83.758548,-26.51,25.74,-24.15,44.15
83.768307,-26.49,25.71,-23.79,43.92
83.778255,-26.74,25.74,-23.89,44.14
83.788493,-26.74,25.78,-23.89,44.16
83.809289,-26.98,25.74,-24.00,44.35
83.811922,-27.15,25.61,-23.94,44.34
83.826539,-27.32,25.59,-23.93,44.43
83.828189,-27.23,25.54,-23.93,44.34
83.838323,-27.21,25.43,-23.72,44.15
83.850213,-27.26,25.59,-23.44,44.13
83.858063,-27.38,25.37,-23.62,44.17
83.867770,-27.43,25.43,-23.72,44.29
83.877820,-26.98,25.24,-23.74,43.91
83.888482,-26.79,25.54,-23.85,44.03
83.907879,-26.94,25.54,-23.72,44.05
83.909349,-26.98,25.59,-23.81,44.16
83.924554,-27.08,25.63,-23.70,44.18
83.928361,-27.08,25.59,-24.08,44.36
83.937843,-27.00,25.65,-24.06,44.34
83.947974,-26.79,25.52,-24.06,44.13
83.958193,-26.98,25.61,-24.06,44.30
83.967833,-27.04,25.37,-23.96,44.15
83.977823,-26.61,25.33,-24.04,43.90
83.988194,-26.66,25.31,-23.91,43.85
84.001999,-26.57,25.24,-23.68,43.63
84.013316,-26.63,24.99,-23.68,43.52
84.017729,-26.68,24.99,-23.53,43.48
84.028478,-26.76,25.09,-23.46,43.54
84.038030,-26.53,24.99,-23.46,43.35
84.049668,-26.64,25.14,-23.66,43.61
84.058329,-26.96,25.20,-23.81,43.92
84.069313,-27.06,25.07,-23.79,43.89
84.078472,-27.00,24.94,-24.02,43.91
84.088206,-26.74,25.14,-24.04,43.87
84.106036,-26.55,25.03,-23.98,43.66
84.112840,-26.55,24.77,-23.81,43.42
84.125543,-26.70,24.69,-23.81,43.47
84.128394,-26.79,24.68,-23.62,43.42
84.138021,-26.85,24.56,-23.79,43.48
84.149518,-26.91,24.69,-23.61,43.49
84.158458,-26.91,24.88,-23.74,43.66
84.168263,-27.26,24.88,-23.81,43.92
84.178414,-27.49,25.07,-24.13,44.34
84.189093,-27.32,25.14,-24.23,44.33
84.213907,-27.28,25.29,-24.21,44.38
84.216538,-27.26,25.31,-24.23,44.39
84.218096,-27.21,25.39,-23.89,44.22
84.228197,-26.94,25.41,-24.13,44.20
84.246329,-26.96,25.31,-24.36,44.28
84.248450,-26.78,25.11,-24.39,44.07
84.258723,-26.74,24.84,-24.17,43.77
84.268944,-27.00,24.99,-24.45,44.18
84.278922,-27.11,24.99,-24.53,44.29
84.288967,-26.87,24.90,-24.58,44.12
84.307851,-26.61,24.96,-24.92,44.18
84.309464,-26.63,24.68,-24.79,43.96
84.323853,-26.66,24.96,-24.69,44.08
84.329023,-26.66,24.99,-24.73,44.13
84.338816,-26.44,25.13,-24.84,44.13
84.350062,-26.36,25.09,-24.69,43.98
84.357848,-26.49,25.22,-24.64,44.10
84.368099,-26.42,25.20,-24.68,44.07
84.377743,-26.53,25.13,-24.53,44.01
84.387818,-26.64,25.37,-24.54,44.23
84.403260,-26.44,25.20,-24.36,43.90
84.408308,-26.42,25.13,-24.17,43.74
84.417845,-26.53,25.20,-24.09,43.81
84.428126,-26.46,25.18,-23.96,43.68
84.437798,-26.53,24.88,-23.74,43.43
84.449477,-26.83,24.92,-23.66,43.60
84.458510,-26.94,24.71,-23.46,43.44
84.468017,-27.02,24.83,-23.42,43.53
84.478762,-27.26,24.86,-23.81,43.91
84.488446,-27.66,24.88,-23.74,44.13
84.514831,-27.75,24.84,-23.93,44.27
84.517012,-27.79,24.99,-23.93,44.38
84.518183,-27.64,25.31,-23.89,44.44
84.528784,-27.58,25.29,-24.02,44.47
84.537916,-27.51,25.39,-24.09,44.52
84.548345,-27.47,25.22,-24.15,44.43
84.558123,-27.54,25.20,-23.68,44.21
84.568273,-27.34,25.52,-23.70,44.27
84.577974,-27.32,25.44,-23.42,44.07
84.588340,-27.39,25.26,-23.38,43.99
84.613212,-27.43,25.18,-23.83,44.21
84.615742,-27.38,25.28,-23.66,44.14
84.618675,-27.38,25.28,-23.66,44.14
84.627864,-27.11,25.41,-23.78,44.11
84.638099,-27.04,25.39,-23.89,44.12
84.650890,-26.98,25.28,-23.94,44.05
84.657754,-26.78,25.33,-24.13,44.06
84.668035,-26.87,25.29,-24.23,44.14
84.677990,-26.78,25.16,-24.00,43.89
84.688179,-26.93,25.03,-24.11,43.97
84.713646,-26.70,25.01,-24.13,43.83
84.716079,-26.85,25.03,-24.28,44.01
84.718143,-27.08,25.03,-24.15,44.08
84.727956,-26.96,25.01,-24.17,44.01
84.737797,-27.30,25.22,-24.04,44.26
84.748152,-26.87,25.22,-24.21,44.09
84.758309,-26.93,25.28,-24.38,44.25
84.767977,-26.87,25.41,-24.02,44.09
84.777733,-27.06,25.43,-24.09,44.26
84.788605,-26.94,25.24,-23.78,43.91
84.797677,-26.57,25.24,-23.89,43.74
