time,Bx,By,Bz,BT
28.788373,38.23,0.41,-22.89,44.56
28.801444,38.12,0.58,-23.19,44.62
28.808904,38.23,0.69,-23.36,44.81
28.817907,38.16,0.51,-23.25,44.68
28.828562,38.27,0.49,-23.19,44.75
28.839621,38.27,0.69,-23.10,44.71
28.849247,38.34,0.83,-23.27,44.86
28.858788,38.34,0.99,-23.53,45.00
28.867930,38.14,0.94,-23.57,44.84
28.878654,38.34,0.73,-23.55,45.00
28.888371,38.34,0.88,-23.44,44.95
28.898165,38.33,0.98,-23.23,44.83
28.908643,38.10,0.96,-23.03,44.53
28.919617,37.86,0.88,-22.91,44.26
28.928525,37.58,0.88,-22.78,43.95
28.938584,37.52,0.68,-22.74,43.88
28.948330,37.58,0.64,-22.74,43.93
28.958787,37.54,0.71,-22.65,43.85
28.968871,37.22,0.41,-22.78,43.64
28.978203,37.31,0.34,-23.16,43.92
28.988465,37.39,0.45,-23.46,44.14
28.998319,37.56,0.34,-23.64,44.38
29.007763,37.67,0.24,-23.68,44.49
29.032719,37.61,0.54,-23.42,44.31
29.033635,37.50,0.66,-23.25,44.13
29.039669,37.46,0.71,-23.36,44.16
29.050864,37.78,0.94,-23.23,44.36
29.058554,37.65,1.11,-22.97,44.12
29.068489,37.67,1.14,-23.06,44.18
29.079068,37.73,1.18,-22.88,44.13
29.088662,37.73,1.28,-22.91,44.16
29.098169,37.73,1.07,-23.10,44.25
29.109577,37.69,0.86,-23.23,44.28
29.130242,37.59,0.92,-23.14,44.15
29.132748,37.58,0.81,-23.25,44.19
29.137610,37.48,0.81,-23.08,44.03
29.148031,37.39,0.56,-22.97,43.88
29.157828,37.33,0.45,-22.97,43.83
29.168360,37.41,0.28,-22.99,43.91
29.178250,37.43,0.21,-22.89,43.87
29.188729,37.37,0.23,-22.74,43.75
29.198799,37.61,0.15,-23.06,44.12
29.207703,37.65,0.23,-22.97,44.10
29.230962,37.65,0.23,-23.14,44.19
29.231946,37.54,0.38,-22.95,44.00
29.241716,37.41,0.51,-22.99,43.91
29.247830,37.28,0.79,-22.95,43.78
29.257845,37.41,0.96,-23.04,43.94
29.267987,37.50,0.96,-23.31,44.16
29.280157,37.29,1.16,-23.31,43.99
29.287640,37.05,0.98,-23.10,43.67
29.298040,37.44,0.86,-23.25,44.08
29.308157,37.54,0.79,-23.36,44.22
29.329658,37.41,0.99,-23.46,44.16
29.331405,37.54,0.83,-23.46,44.27
29.346479,37.24,0.94,-23.29,43.93
29.348083,37.35,0.86,-23.18,43.96
29.358092,37.22,0.79,-22.80,43.65
29.369031,37.50,1.01,-23.16,44.08
29.378497,37.22,0.96,-23.08,43.81
29.387753,37.31,1.03,-23.04,43.87
29.398044,37.61,0.75,-23.16,44.18
29.409544,37.76,0.75,-23.19,44.32
29.429966,38.08,0.45,-23.46,44.73
29.432268,38.01,0.51,-23.48,44.67
29.448429,38.04,0.47,-23.42,44.68
29.449861,38.04,0.38,-23.38,44.66
29.458091,38.31,0.32,-23.44,44.91
29.469947,38.40,0.21,-23.59,45.07
29.486210,38.36,0.24,-23.55,45.01
29.488874,38.04,0.19,-23.40,44.66
29.498787,37.93,0.41,-23.21,44.47
29.508692,38.16,0.32,-23.23,44.67
29.531704,38.25,0.34,-23.23,44.75
29.534040,38.19,0.28,-23.34,44.76
29.537846,37.84,0.34,-23.29,44.43
29.548172,37.76,0.32,-23.27,44.36
29.557836,37.74,0.36,-23.29,44.35
29.567756,37.73,0.41,-23.31,44.35
29.577299,37.84,0.34,-23.62,44.61
29.588153,37.69,0.23,-23.36,44.34
29.598695,37.69,0.11,-23.55,44.44
29.608304,37.73,0.09,-23.66,44.53
29.628678,37.78,0.24,-23.46,44.47
29.630612,37.80,0.39,-23.51,44.52
29.648583,37.74,0.41,-23.27,44.34
29.650325,37.86,0.56,-23.29,44.45
29.660548,37.71,0.38,-22.97,44.15
29.669886,37.50,0.84,-23.33,44.17
29.677758,37.58,0.90,-23.33,44.24
29.688314,37.46,0.88,-23.04,43.99
29.698102,37.44,1.03,-23.25,44.09
29.710264,37.50,1.14,-23.25,44.14
29.732598,37.59,1.24,-23.25,44.22
29.736221,37.61,1.20,-23.29,44.25
29.742048,37.58,1.26,-23.25,44.20
29.748332,37.54,1.12,-23.16,44.12
29.757723,37.48,0.96,-23.16,44.07
29.768437,37.58,1.14,-22.99,44.06
29.778262,37.50,0.94,-23.06,44.03
29.788314,37.31,0.71,-22.93,43.80
29.798372,37.12,0.60,-22.99,43.67
29.808094,37.12,0.62,-23.16,43.76
29.832004,37.07,0.68,-23.10,43.68
29.834617,37.12,0.53,-22.91,43.63
29.838497,37.11,0.51,-22.86,43.58
29.848431,37.14,0.32,-23.03,43.70
29.858456,37.44,0.24,-22.84,43.86
29.870379,37.52,0.28,-22.86,43.93
29.878286,37.67,0.19,-22.99,44.13
29.888761,37.61,-0.08,-22.93,44.05
29.898279,37.74,-0.04,-23.10,44.25
29.907968,37.63,0.02,-23.03,44.12
29.932444,37.73,0.06,-23.23,44.30
29.934730,37.67,0.11,-23.08,44.18
29.937879,37.59,-0.04,-23.21,44.18
29.948300,37.58,0.06,-23.25,44.19
29.957980,37.44,0.11,-22.95,43.92
29.969082,37.50,0.34,-23.12,44.05
29.978358,37.71,0.30,-23.04,44.19
29.988145,38.04,0.39,-23.36,44.65
29.998575,38.01,0.54,-23.21,44.54
30.008244,37.89,0.77,-23.12,44.40
30.032514,37.67,1.07,-23.36,44.34
30.034747,37.50,0.90,-23.16,44.08
30.049737,37.52,1.07,-23.31,44.18
30.051044,37.29,0.88,-23.12,43.89
30.058165,37.01,0.94,-22.91,43.54
30.071055,36.75,0.83,-22.67,43.19
30.078324,36.64,0.71,-22.56,43.03
30.087827,36.88,0.39,-22.80,43.36
30.098282,36.94,0.38,-22.63,43.32
30.107830,36.88,0.54,-22.74,43.33
30.133548,37.03,0.32,-22.84,43.51
30.136439,37.28,0.36,-22.76,43.68
30.138178,37.28,0.30,-23.06,43.83
30.147943,37.54,0.13,-23.23,44.14
30.158028,37.59,-0.13,-23.12,44.13
30.169597,37.59,-0.17,-23.21,44.18
30.177976,37.89,-0.43,-22.97,44.31
30.188340,38.27,-0.71,-23.03,44.67
30.198940,38.34,-0.81,-23.04,44.74
30.208048,38.29,-1.22,-22.99,44.67
30.235661,38.31,-1.71,-22.91,44.67
30.241025,38.03,-2.04,-22.80,44.38
30.241577,38.23,-2.16,-23.03,44.68
30.248843,38.19,-2.78,-23.06,44.70
30.257877,37.91,-3.26,-23.19,44.56
30.279608,37.95,-3.90,-23.46,44.78
30.280588,37.73,-4.52,-23.44,44.64
30.288973,37.88,-4.97,-23.83,45.02
30.298135,38.08,-5.48,-23.89,45.29
30.307942,38.34,-6.06,-23.79,45.53
30.323398,38.27,-6.73,-24.00,45.67
30.328121,38.25,-6.92,-23.94,45.65
30.338447,38.40,-7.31,-24.15,45.95
30.348947,38.40,-7.61,-24.02,45.93
30.358581,38.33,-8.01,-24.02,45.93
30.368893,38.06,-8.33,-23.64,45.58
30.378905,37.91,-8.62,-23.62,45.50
30.388693,37.63,-8.78,-23.83,45.40
30.399298,37.48,-8.83,-23.64,45.19
30.408554,37.35,-9.30,-23.57,45.13
30.418508,37.24,-9.45,-23.42,44.99
30.429563,37.14,-9.58,-23.38,44.92
30.449828,37.11,-9.71,-23.29,44.87
30.451414,37.11,-9.98,-23.68,45.14
30.457677,37.11,-9.94,-23.53,45.05
30.467889,37.20,-10.09,-23.62,45.21
30.478887,37.12,-10.50,-23.49,45.17
30.495592,37.16,-10.54,-23.59,45.26
30.499584,37.03,-10.76,-23.59,45.21
30.508507,36.73,-10.97,-23.38,44.90
30.517869,36.79,-11.16,-23.62,45.12
30.530055,36.60,-11.19,-23.29,44.80
30.551061,36.47,-11.33,-23.55,44.86
30.553780,36.45,-11.53,-23.68,44.97
30.557492,36.39,-11.64,-23.79,45.01
30.567561,36.43,-11.53,-24.02,45.13
30.578120,36.47,-11.51,-24.09,45.20
30.588218,36.53,-11.49,-24.34,45.37
30.597873,36.64,-11.44,-24.30,45.43
30.607684,36.83,-11.33,-24.41,45.61
30.618414,37.05,-11.36,-24.28,45.73
30.633173,36.99,-11.49,-24.15,45.65
30.638567,36.92,-11.64,-23.94,45.52
30.648413,36.79,-12.02,-23.89,45.48
30.659369,36.88,-12.21,-23.72,45.52
30.667657,36.86,-12.47,-23.72,45.57
30.678140,36.99,-12.64,-23.70,45.72
30.687962,36.81,-12.86,-23.59,45.57
30.697727,36.49,-13.05,-23.78,45.46
30.708208,36.39,-13.11,-23.55,45.29
30.718366,36.45,-12.86,-23.62,45.30
30.733318,36.41,-12.94,-23.61,45.28
30.739339,36.36,-13.13,-23.76,45.37
30.748363,36.45,-13.03,-23.79,45.44
30.758184,36.34,-13.16,-23.74,45.36
30.768514,36.43,-13.31,-23.94,45.58
30.778215,36.47,-13.43,-23.91,45.63
30.788009,36.41,-13.59,-23.83,45.59
30.798075,36.62,-13.86,-23.96,45.90
30.808010,36.58,-13.89,-23.70,45.75
30.818270,36.45,-13.61,-23.49,45.45
30.832738,36.49,-13.95,-23.62,45.65
30.861489,36.30,-14.03,-23.51,45.47
30.862982,36.30,-14.03,-23.42,45.42
30.864107,36.15,-14.12,-23.19,45.21
30.868558,36.34,-14.01,-23.21,45.34
30.877751,36.17,-14.12,-23.23,45.25
30.888680,36.26,-13.95,-23.44,45.37
30.897781,36.36,-14.06,-23.74,45.64
30.908041,36.09,-13.93,-23.57,45.30
30.918073,36.19,-13.91,-23.89,45.54
30.930316,36.04,-14.03,-23.78,45.39
30.941380,35.96,-13.91,-23.85,45.34
30.948086,35.76,-13.78,-24.09,45.27
30.957826,35.72,-13.74,-24.43,45.40
30.968712,35.83,-13.82,-24.51,45.56
30.977969,35.72,-13.84,-24.38,45.40
30.988284,35.66,-13.84,-24.45,45.40
30.997946,35.85,-13.67,-24.36,45.45
31.008289,35.85,-13.37,-24.53,45.45
31.018620,35.93,-13.59,-24.73,45.68
31.028680,36.17,-13.84,-24.69,45.93
31.051329,36.15,-13.86,-24.51,45.82
31.053835,36.04,-14.04,-24.23,45.64
31.071550,36.23,-14.03,-24.41,45.88
31.072785,36.36,-13.99,-24.49,46.01
31.078907,36.04,-14.01,-24.32,45.68
31.091518,36.21,-14.06,-24.36,45.85
31.099597,36.32,-13.84,-24.47,45.93
31.108737,36.19,-13.61,-24.54,45.80
31.118160,36.15,-13.44,-24.53,45.71
31.128000,36.09,-13.24,-24.66,45.67
31.145905,35.83,-13.31,-24.47,45.39
31.147865,35.87,-13.35,-24.43,45.41
31.164903,35.89,-13.46,-24.66,45.58
31.167892,35.89,-13.73,-24.68,45.66
31.177409,35.98,-13.84,-24.38,45.61
31.187599,36.13,-14.08,-24.71,45.98
31.198531,36.19,-14.27,-24.62,46.03
31.208099,36.15,-14.14,-24.66,45.99
31.218361,36.54,-14.25,-24.75,46.38
31.227902,36.21,-14.21,-24.41,45.92
31.241817,36.19,-14.14,-24.53,45.94
31.247747,36.28,-13.89,-24.56,45.96
31.257772,36.28,-13.76,-24.73,46.01
31.268207,36.19,-13.48,-24.60,45.79
31.278000,36.23,-13.31,-24.47,45.70
31.291003,36.38,-13.28,-24.39,45.76
31.297740,36.15,-13.41,-24.47,45.66
31.307885,36.13,-13.37,-24.71,45.77
31.318084,36.30,-13.37,-24.56,45.82
31.328937,36.00,-13.61,-24.28,45.51
31.352661,35.87,-13.58,-24.13,45.31
31.354954,35.74,-13.71,-24.04,45.20
31.359038,35.53,-13.52,-24.02,44.97
31.368467,35.55,-13.78,-24.06,45.08
31.385215,35.55,-13.91,-23.72,44.94
31.388057,35.93,-13.82,-23.78,45.24
31.397801,35.85,-13.76,-23.68,45.12
31.407609,35.94,-13.54,-23.89,45.23
31.417913,35.94,-13.46,-24.17,45.36
31.428358,35.83,-13.58,-24.06,45.24
31.452217,36.11,-13.76,-24.41,45.71
31.455364,36.17,-13.80,-24.43,45.78
31.458135,36.02,-13.35,-24.53,45.57
31.467987,35.89,-13.33,-24.54,45.48
31.478837,35.89,-13.31,-24.47,45.43
31.491057,36.15,-13.33,-24.41,45.61
31.497896,36.32,-13.46,-24.38,45.76
31.507839,36.58,-13.29,-24.45,45.96
31.518120,36.64,-13.22,-24.45,45.99
31.528093,36.54,-13.20,-24.66,46.02
31.551118,36.53,-13.35,-24.77,46.11
31.553659,36.60,-13.48,-24.69,46.16
31.579688,36.53,-13.59,-24.58,46.08
31.581088,36.47,-13.56,-25.07,46.28
31.582370,36.39,-13.59,-24.88,46.13
31.590771,36.24,-13.39,-24.73,45.87
31.597911,36.13,-13.46,-24.71,45.80
31.608288,36.26,-13.39,-24.53,45.78
31.618040,36.49,-13.33,-24.84,46.11
31.628781,36.54,-13.44,-24.90,46.22
31.650908,36.68,-13.33,-25.14,46.42
31.653275,36.51,-13.35,-24.71,46.06
31.673323,36.28,-13.33,-24.60,45.82
31.675061,36.43,-13.39,-24.83,46.07
31.678364,36.30,-13.39,-24.77,45.94
31.691065,36.08,-13.33,-24.88,45.81
31.698244,35.91,-13.35,-24.83,45.65
31.707844,35.61,-13.31,-24.62,45.29
31.717799,35.57,-13.35,-24.53,45.22
31.728236,35.78,-13.41,-24.60,45.44
31.738605,35.81,-13.28,-24.73,45.50
31.755568,35.74,-13.28,-24.60,45.37
31.760620,35.79,-13.35,-24.43,45.35
31.768500,35.89,-13.18,-24.43,45.37
31.778826,36.24,-13.13,-24.30,45.57
31.788576,36.32,-13.05,-24.41,45.67
31.798711,36.30,-12.90,-24.56,45.69
31.808355,36.24,-12.98,-24.45,45.60
31.818331,36.26,-12.92,-24.47,45.61
31.828193,36.51,-13.11,-24.79,46.03
31.838200,36.51,-13.09,-24.75,46.01
31.855696,36.45,-13.14,-24.86,46.04
31.858929,36.15,-13.28,-24.73,45.77
31.867877,36.32,-13.35,-24.88,46.00
31.878153,36.26,-13.35,-25.03,46.04
31.887769,36.23,-13.28,-25.01,45.98
31.898202,36.34,-13.39,-24.96,46.07
31.908626,36.00,-13.31,-24.64,45.61
31.918697,36.02,-13.46,-24.66,45.68
31.928369,35.91,-13.43,-24.30,45.39
31.937892,36.08,-13.24,-24.38,45.51
31.952663,36.04,-12.99,-24.32,45.38
31.965940,36.11,-13.28,-23.94,45.32
31.968029,36.04,-13.37,-24.04,45.33
31.979927,36.21,-13.33,-24.17,45.53
31.988296,36.41,-13.26,-24.13,45.65
31.998359,36.34,-13.09,-24.24,45.60
32.008760,36.45,-13.28,-24.32,45.78
32.018271,36.28,-13.41,-24.39,45.73
32.028680,36.19,-13.46,-24.06,45.49
32.038530,35.83,-13.31,-24.21,45.24
32.048750,35.64,-13.46,-23.96,45.01
32.059635,35.29,-13.50,-23.83,44.67
32.068299,35.18,-13.52,-23.94,44.65
32.078202,35.18,-13.39,-23.87,44.57
32.088493,35.10,-13.28,-24.02,44.55
32.098610,35.08,-13.26,-23.78,44.40
32.107979,35.33,-13.20,-24.04,44.72
32.117922,35.66,-13.24,-24.19,45.08
32.127803,35.57,-12.96,-24.36,45.01
32.138176,35.64,-12.86,-24.39,45.07
32.152912,35.59,-13.05,-24.17,44.95
32.177940,35.68,-13.09,-24.28,45.10
32.180135,35.79,-13.05,-24.58,45.34
32.181028,35.83,-13.01,-24.68,45.41
32.188066,35.76,-13.13,-24.66,45.37
32.198095,35.70,-13.33,-24.47,45.29
32.207798,35.93,-13.46,-24.47,45.50
32.218252,36.13,-13.74,-24.51,45.77
32.227699,36.26,-13.61,-24.60,45.88
32.238137,36.38,-13.74,-24.56,45.99
32.249566,36.43,-14.01,-24.19,45.92
32.270899,36.53,-13.80,-24.19,45.93
32.272884,36.75,-13.84,-24.39,46.23
32.280186,36.71,-13.58,-24.34,46.09
32.287769,36.83,-13.65,-24.53,46.30
32.297989,36.79,-13.58,-24.45,46.21
32.308457,36.71,-13.39,-24.28,46.01
32.317950,36.51,-13.35,-24.36,45.87
32.327938,36.28,-13.18,-24.19,45.55
32.337734,36.43,-13.46,-24.53,45.93
32.350858,36.41,-13.58,-24.36,45.86
32.359612,36.47,-13.58,-24.36,45.91
32.369696,36.69,-13.33,-24.38,46.02
32.378488,36.66,-13.28,-24.30,45.94
32.387675,36.84,-13.20,-24.77,46.32
32.397975,37.09,-13.26,-24.84,46.57
32.409270,37.39,-13.11,-25.05,46.87
32.417817,37.39,-12.84,-24.84,46.69
32.428194,36.86,-12.58,-24.77,46.16
32.437805,36.92,-12.56,-25.16,46.41
32.452004,36.77,-12.66,-24.98,46.22
32.462802,36.75,-12.38,-25.22,46.26
32.467580,36.73,-12.56,-25.11,46.23
32.477454,36.56,-12.56,-25.14,46.12
32.487846,36.62,-12.62,-25.18,46.20
32.497462,36.71,-12.73,-25.20,46.31
32.507155,36.98,-12.81,-25.35,46.62
32.517777,36.98,-12.64,-25.07,46.43
32.527774,36.75,-12.79,-24.92,46.21
32.537649,36.88,-12.98,-24.81,46.30
32.556973,36.75,-12.94,-24.64,46.10
32.559236,36.90,-12.83,-24.15,45.93
32.568692,36.83,-12.86,-24.26,45.94
32.579055,36.53,-12.90,-24.02,45.58
32.588243,36.60,-12.90,-24.11,45.69
32.598556,36.66,-13.07,-24.21,45.83
32.609105,36.68,-12.90,-24.32,45.86
32.618430,36.69,-12.66,-24.47,45.88
32.628001,36.49,-12.62,-24.38,45.66
32.638240,36.51,-12.71,-24.60,45.82
32.648196,36.23,-12.60,-24.41,45.46
32.657959,36.17,-12.34,-24.32,45.30
32.667681,36.26,-12.38,-24.26,45.35
32.679062,36.26,-12.41,-24.11,45.28
32.688272,36.32,-12.34,-24.08,45.29
32.697847,36.24,-12.66,-24.13,45.34
32.710384,36.36,-12.73,-24.15,45.47
32.717339,36.38,-12.60,-24.13,45.43
32.727932,36.36,-12.88,-23.93,45.39
32.737814,36.38,-12.98,-24.19,45.57
32.751003,36.34,-12.77,-24.17,45.47
32.773520,36.32,-12.75,-24.11,45.42
32.775571,36.32,-12.79,-23.94,45.34
32.777687,36.34,-12.68,-23.93,45.32
32.787479,36.54,-12.58,-24.15,45.57
32.797886,36.43,-12.54,-24.21,45.50
32.810807,36.30,-12.17,-24.34,45.37
32.818589,36.39,-12.23,-24.26,45.42
32.828265,36.21,-12.53,-24.24,45.34
32.838062,36.17,-12.49,-24.28,45.32
32.853360,36.26,-12.56,-24.73,45.66
32.858295,36.11,-12.53,-24.36,45.32
32.880505,36.04,-12.53,-24.02,45.08
32.882015,35.87,-12.68,-24.04,45.00
32.888418,36.04,-12.96,-24.06,45.22
32.897778,36.24,-12.79,-24.32,45.48
32.908694,36.53,-12.69,-24.28,45.66
32.917923,36.45,-12.84,-24.26,45.63
32.927949,36.49,-12.94,-23.91,45.50
32.937971,36.49,-13.01,-24.19,45.67
32.952722,36.30,-13.03,-24.21,45.54
32.976757,36.32,-13.09,-24.11,45.52
32.978878,36.26,-13.14,-24.02,45.44
32.980206,35.83,-13.35,-23.93,45.11
32.988391,35.62,-13.43,-23.96,44.98
32.997926,35.70,-13.13,-23.89,44.92
33.009550,35.57,-13.01,-24.15,44.92
33.018015,35.44,-12.81,-24.13,44.75
33.027719,35.59,-12.86,-24.39,45.02
33.038265,35.83,-12.71,-24.56,45.26
33.053111,35.87,-12.66,-24.32,45.15
33.058526,35.98,-12.58,-24.30,45.20
33.074851,35.79,-12.41,-24.21,44.96
33.077950,35.81,-12.69,-24.15,45.02
33.087778,36.06,-12.83,-24.15,45.25
33.097855,36.39,-12.99,-23.94,45.46
33.107800,36.49,-13.03,-23.85,45.50
33.117960,36.34,-13.16,-23.83,45.40
33.137640,36.49,-12.99,-24.23,45.68
33.139875,36.64,-13.09,-24.45,45.95
33.160322,36.66,-13.07,-24.34,45.90
33.161873,36.77,-12.86,-24.53,46.03
33.167658,36.45,-12.83,-24.38,45.69
33.178418,36.53,-12.71,-24.54,45.80
33.188305,36.43,-12.75,-24.73,45.84
33.198236,36.49,-12.62,-24.71,45.84
33.207939,36.58,-12.77,-24.83,46.02
33.218047,36.56,-12.79,-24.47,45.82
33.235997,36.83,-12.84,-24.64,46.13
33.237835,36.81,-13.03,-24.71,46.21
33.257085,36.69,-12.96,-24.84,46.17
33.258640,36.66,-13.09,-24.79,46.15
33.267695,36.56,-12.92,-24.64,45.94
33.277897,36.53,-12.94,-24.92,46.07
33.287976,36.58,-12.84,-24.79,46.02
33.297657,36.32,-12.81,-24.81,45.81
33.308102,36.19,-12.94,-24.86,45.77
33.318186,36.21,-12.99,-24.64,45.68
33.336900,36.21,-12.98,-24.38,45.53
33.338903,36.00,-12.86,-24.47,45.39
33.360598,35.93,-12.99,-24.28,45.27
33.362508,35.91,-12.94,-23.81,44.99
33.368725,35.79,-12.83,-23.66,44.78
33.380234,36.00,-12.69,-23.53,44.84
33.388741,36.19,-12.45,-23.66,44.99
33.398067,36.13,-12.34,-23.79,44.99
33.408143,36.45,-12.36,-24.15,45.44
33.419117,36.49,-12.56,-24.17,45.53
33.436323,36.58,-12.43,-24.28,45.63
33.444401,36.56,-12.39,-24.43,45.69
33.461378,36.49,-12.54,-24.51,45.71
33.462930,36.62,-12.62,-24.47,45.81
33.468120,36.77,-12.71,-24.24,45.84
33.477948,36.71,-12.69,-24.15,45.74
33.487971,36.53,-12.56,-24.09,45.52
33.498134,36.47,-12.51,-24.00,45.41
33.507585,36.56,-12.38,-24.00,45.45
33.517928,36.62,-12.36,-24.11,45.55
33.529041,36.41,-12.26,-24.04,45.32
33.537852,36.43,-12.21,-24.19,45.40
33.551748,36.04,-12.28,-24.04,45.03
33.568342,36.06,-12.19,-24.21,45.11
33.569512,36.43,-12.30,-24.19,45.43
33.579781,36.19,-12.11,-24.17,45.17
33.587999,36.24,-12.28,-24.13,45.24
33.597756,36.08,-12.45,-24.24,45.21
33.607850,36.23,-12.30,-24.34,45.34
33.618534,36.08,-12.53,-24.45,45.34
33.628258,35.72,-12.53,-24.47,45.07
33.638354,35.64,-12.66,-24.53,45.08
33.652141,35.27,-12.64,-24.49,44.76
33.658917,35.59,-12.73,-24.24,44.90
33.675630,35.62,-12.73,-24.34,44.98
33.677988,35.55,-12.64,-24.04,44.74
33.688247,35.72,-12.77,-24.15,44.97
33.697670,35.87,-12.81,-24.11,45.08
33.707992,36.34,-12.79,-24.21,45.50
33.718136,36.30,-12.73,-24.24,45.47
33.728093,36.21,-12.60,-24.24,45.36
33.738163,36.15,-12.49,-24.41,45.37
33.748824,35.93,-12.54,-24.34,45.17
33.757928,36.23,-12.56,-24.32,45.40
33.768347,36.34,-12.75,-24.11,45.44
33.787867,36.23,-12.69,-24.02,45.28
33.789135,36.13,-12.64,-24.06,45.21
33.798091,36.43,-12.68,-24.06,45.46
33.807917,36.83,-12.75,-23.93,45.73
33.818331,37.12,-12.96,-24.04,46.09
33.828305,37.16,-12.99,-24.09,46.16
33.838869,36.98,-13.14,-24.06,46.03
33.848416,36.81,-13.20,-24.32,46.05
33.858941,36.75,-13.03,-24.43,46.01
33.868877,36.98,-13.11,-24.51,46.25
33.878599,36.71,-13.16,-24.47,46.04
33.888451,36.49,-13.16,-24.54,45.90
33.898389,36.21,-13.07,-24.49,45.62
33.908458,36.54,-12.99,-24.54,45.90
33.918194,36.60,-12.83,-24.64,45.95
33.930820,36.54,-12.62,-24.47,45.75
33.938623,36.32,-12.62,-24.13,45.39
33.948145,36.24,-12.49,-23.96,45.21
33.958523,36.30,-12.45,-23.91,45.21
33.974241,36.32,-12.41,-23.76,45.14
33.998007,36.43,-12.53,-23.61,45.18
33.999447,36.23,-12.77,-23.40,44.98
34.000803,36.23,-12.77,-23.44,45.00
34.007771,36.32,-12.68,-23.66,45.16
34.018502,36.49,-12.81,-23.93,45.47
34.030198,36.43,-12.84,-24.17,45.57
34.038017,36.32,-12.88,-24.19,45.50
34.048775,36.13,-12.90,-24.15,45.33
34.058517,36.13,-12.77,-24.49,45.48
34.071907,35.98,-12.60,-24.60,45.37
34.090670,36.08,-12.64,-24.56,45.44
34.092656,35.89,-12.77,-24.39,45.23
34.099750,35.83,-12.64,-24.32,45.11
34.107907,36.08,-12.79,-24.24,45.31
34.118603,36.17,-12.81,-24.15,45.34
34.128347,36.49,-12.81,-24.38,45.71
34.138274,36.58,-12.90,-24.28,45.76
34.148244,36.69,-12.71,-24.28,45.80
34.157752,36.58,-12.64,-24.23,45.66
34.171821,36.39,-12.64,-24.00,45.39
34.178419,36.51,-12.54,-24.08,45.49
34.187687,36.28,-12.66,-24.00,45.30
34.198009,36.36,-12.49,-24.08,45.36
34.208003,36.34,-12.51,-24.15,45.39
34.217844,36.00,-12.49,-24.13,45.10
34.229450,36.30,-12.53,-24.38,45.48
34.237724,36.64,-12.68,-24.39,45.80
34.248746,36.90,-12.69,-24.56,46.11
34.258633,37.18,-12.77,-24.38,46.26
34.274860,37.03,-12.69,-24.08,45.96
34.290584,36.92,-12.64,-23.91,45.76
34.291961,36.88,-12.64,-23.70,45.62
34.302867,36.94,-12.49,-23.44,45.49
34.308516,36.68,-12.71,-23.23,45.24
34.318707,36.38,-12.64,-23.25,44.98
34.330696,36.54,-12.56,-23.21,45.08
34.338558,36.39,-12.81,-23.34,45.09
34.348010,36.43,-12.79,-23.64,45.27
34.358187,36.43,-12.75,-23.68,45.28
34.374586,36.36,-12.81,-23.66,45.23
34.400698,36.36,-12.86,-23.76,45.29
34.401651,36.24,-12.62,-23.78,45.15
34.402043,36.23,-12.62,-23.70,45.09
34.408348,36.19,-12.62,-23.74,45.08
34.417941,36.11,-12.36,-23.78,44.97
34.429327,36.41,-12.45,-23.78,45.23
34.438338,36.68,-12.53,-23.93,45.54
34.448710,36.60,-12.30,-24.15,45.54
34.457893,36.79,-12.43,-24.47,45.90
34.472757,36.86,-12.68,-24.23,45.89
34.494267,36.79,-12.56,-24.39,45.89
34.496838,36.66,-12.64,-24.53,45.88
34.498841,36.30,-12.66,-24.28,45.47
34.507804,36.21,-12.45,-24.49,45.45
34.518922,36.02,-12.66,-24.64,45.44
34.527802,36.04,-12.81,-24.53,45.43
34.538206,35.94,-12.81,-24.39,45.29
34.555653,35.87,-12.83,-24.41,45.24
34.576216,35.98,-12.84,-24.43,45.35
34.577579,36.04,-12.73,-24.38,45.33
34.578405,36.21,-12.73,-24.60,45.59
34.588341,36.23,-12.64,-24.54,45.55
34.598827,36.17,-12.64,-24.30,45.37
34.608870,36.17,-12.64,-24.51,45.48
34.618030,36.28,-12.60,-24.53,45.57
34.627726,36.49,-12.41,-24.64,45.74
34.638364,36.45,-12.58,-24.75,45.82
34.650468,36.45,-12.64,-24.51,45.70
34.657841,36.86,-12.81,-24.75,46.21
34.667863,36.68,-13.16,-24.58,46.07
34.679016,36.60,-12.98,-24.53,45.93
34.687265,36.81,-13.18,-24.36,46.06
34.697969,36.84,-13.09,-24.32,46.05
34.707675,36.73,-13.03,-24.43,46.00
34.717541,36.71,-12.84,-24.21,45.81
34.727518,36.60,-12.88,-24.36,45.81
34.737629,36.53,-12.69,-24.09,45.56
34.750790,36.32,-12.53,-24.00,45.30
34.757632,36.53,-12.66,-24.11,45.56
34.767766,36.47,-12.41,-24.06,45.42
34.777646,36.36,-12.38,-24.00,45.29
34.787994,36.34,-12.53,-23.96,45.29
34.797994,36.28,-12.77,-23.76,45.21
34.807934,36.28,-12.81,-23.64,45.16
34.817888,36.04,-13.14,-23.68,45.08
34.827976,36.19,-13.07,-23.83,45.26
34.838074,36.11,-12.90,-23.66,45.06
34.850714,35.96,-13.14,-23.59,44.97
34.857722,35.79,-13.16,-23.57,44.83
34.867872,35.94,-13.20,-23.72,45.04
34.877763,35.85,-12.98,-23.85,44.97
34.887980,35.93,-12.98,-24.09,45.16
34.897704,36.00,-12.77,-24.23,45.23
34.908743,36.04,-12.71,-24.21,45.24
